ID,duration,wav,spk_id,wrd
MC04_1_0020_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0020.wav,MC04,RAIN
MC04_1_0021_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0021.wav,MC04,CHAIR
MC04_1_0022_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0022.wav,MC04,CHAIR
MC04_1_0023_wav_arrayMic,5.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0023.wav,MC04,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
MC04_1_0024_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0024.wav,MC04,TRAIT
MC04_1_0025_wav_arrayMic,2.55,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0025.wav,MC04,RANGE
MC04_1_0026_wav_arrayMic,6.15,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0026.wav,MC04,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
MC04_1_0027_wav_arrayMic,5.7,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0027.wav,MC04,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
MC04_1_0028_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0028.wav,MC04,GLOW
MC04_1_0029_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0029.wav,MC04,FEE
MC04_1_0030_wav_arrayMic,4.2,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0030.wav,MC04,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE
MC04_1_0031_wav_arrayMic,5.55,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0031.wav,MC04,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS
MC04_1_0032_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0032.wav,MC04,RIGHT
MC04_1_0033_wav_arrayMic,4.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0033.wav,MC04,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS
MC04_1_0034_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0034.wav,MC04,STORE
MC04_1_0035_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0035.wav,MC04,FEET
MC04_1_0036_wav_arrayMic,4.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0036.wav,MC04,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG
MC04_1_0037_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0037.wav,MC04,BAT
MC04_1_0038_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0038.wav,MC04,DUG
MC04_1_0039_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0039.wav,MC04,TRACE
MC04_1_0040_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0040.wav,MC04,CORN
MC04_1_0041_wav_arrayMic,1.6718125,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0041.wav,MC04,AIR
MC04_1_0042_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0042.wav,MC04,WARM
MC04_1_0043_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0043.wav,MC04,TIP
MC04_1_0044_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0044.wav,MC04,FEED
MC04_1_0045_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0045.wav,MC04,WARM
MC04_1_0046_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0046.wav,MC04,RAVE
MC04_1_0047_wav_arrayMic,2.4,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0047.wav,MC04,BUG
MC04_1_0048_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0048.wav,MC04,KNEW
MC04_1_0049_wav_arrayMic,2.4,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0049.wav,MC04,GROW
MC04_1_0051_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0051.wav,MC04,SLIP
MC04_1_0052_wav_arrayMic,2.55,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0052.wav,MC04,DAGGER
MC04_1_0053_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0053.wav,MC04,KNEW
MC04_1_0054_wav_arrayMic,2.4,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0054.wav,MC04,SWORE
MC04_1_0055_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0055.wav,MC04,GADGET
MC04_1_0056_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0056.wav,MC04,TORN
MC04_1_0057_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0057.wav,MC04,DARK
MC04_1_0058_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0058.wav,MC04,FAIR
MC04_1_0059_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0059.wav,MC04,SIP
MC04_1_0060_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0060.wav,MC04,STICKS
MC04_1_0062_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0062.wav,MC04,CAR
MC04_1_0063_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0063.wav,MC04,STICK
MC04_1_0064_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0064.wav,MC04,SIP
MC04_1_0065_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0065.wav,MC04,AIR
MC04_1_0066_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0066.wav,MC04,SHEET
MC04_1_0067_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0067.wav,MC04,DOWN
MC04_1_0068_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0068.wav,MC04,KNEE
MC04_1_0069_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0069.wav,MC04,PAT
MC04_1_0070_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0070.wav,MC04,LEAD 
MC04_1_0071_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0071.wav,MC04,RAGE
MC04_1_0072_wav_arrayMic,5.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0072.wav,MC04,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
MC04_1_0073_wav_arrayMic,4.2,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0073.wav,MC04,A LONG FLOWING BEARD CLINGS TO HIS CHIN
MC04_1_0074_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0074.wav,MC04,TROUBLE
MC04_1_0075_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0075.wav,MC04,RAID
MC04_1_0076_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0076.wav,MC04,STORM
MC04_1_0077_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0077.wav,MC04,LEFT
MC04_1_0078_wav_arrayMic,2.55,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0078.wav,MC04,READ 
MC04_1_0079_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0079.wav,MC04,SHARE
MC04_1_0080_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0080.wav,MC04,SPARK
MC04_1_0081_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0081.wav,MC04,DOUBLE
MC04_1_0082_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0082.wav,MC04,BUBBLE
MC04_1_0083_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0083.wav,MC04,USUALLY MINUS SEVERAL BUTTONS
MC04_1_0084_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0084.wav,MC04,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER
MC04_1_0085_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0085.wav,MC04,RATE
MC04_1_0086_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0086.wav,MC04,FEED
MC04_1_0087_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0087.wav,MC04,THE
MC04_1_0088_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0088.wav,MC04,BETA
MC04_1_0089_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0089.wav,MC04,STORM
MC04_1_0090_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0090.wav,MC04,GOAT
MC04_1_0091_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0091.wav,MC04,FLOOR
MC04_1_0092_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0092.wav,MC04,WEED
MC04_1_0093_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0093.wav,MC04,NO
MC04_1_0094_wav_arrayMic,4.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0094.wav,MC04,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY
MC04_1_0095_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0095.wav,MC04,UP
MC04_1_0096_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0096.wav,MC04,ONE
MC04_1_0097_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0097.wav,MC04,FOR
MC04_1_0098_wav_arrayMic,6.45,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0098.wav,MC04,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN
MC04_1_0099_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0099.wav,MC04,FEET
MC04_1_0100_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0100.wav,MC04,FORM
MC04_1_0101_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0101.wav,MC04,FARM
MC04_1_0102_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0102.wav,MC04,TWO
MC04_1_0103_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0103.wav,MC04,KNOW
MC04_1_0104_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0104.wav,MC04,SHIP
MC04_1_0105_wav_arrayMic,4.05,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0105.wav,MC04,WELL HE IS NEARLY NINETY-THREE YEARS OLD
MC04_1_0106_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0106.wav,MC04,SWARM
MC04_1_0107_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0107.wav,MC04,TEAR 
MC04_1_0109_wav_arrayMic,4.05,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0109.wav,MC04,YET HE STILL THINKS AS SWIFTLY AS EVER
MC04_1_0110_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0110.wav,MC04,BEAT
MC04_1_0111_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0111.wav,MC04,BIT
MC04_1_0112_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0112.wav,MC04,RACE
MC04_1_0113_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0113.wav,MC04,ALPHA
MC04_1_0114_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0114.wav,MC04,SIP
MC04_1_0116_wav_arrayMic,6.0,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0116.wav,MC04,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT
MC04_1_0118_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0118.wav,MC04,GO
MC04_1_0120_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0120.wav,MC04,HORN
MC04_1_0121_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0121.wav,MC04,READ 
MC04_1_0122_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0122.wav,MC04,MEAT
MC04_1_0123_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0123.wav,MC04,SELECT
MC04_1_0124_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0124.wav,MC04,TROOP
MC04_1_0125_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0125.wav,MC04,YOU'RE USED TO BEING ON THE FIELD
MC04_1_0126_wav_arrayMic,3.9,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0126.wav,MC04,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT
MC04_1_0127_wav_arrayMic,4.05,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0127.wav,MC04,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT
MC04_1_0128_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0128.wav,MC04,HEAR
MC04_1_0129_wav_arrayMic,2.55,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0129.wav,MC04,I FEEL I CAN PLAY THIS WEEKEND
MC04_1_0130_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0130.wav,MC04,JANE MAY EARN MORE MONEY BY WORKING HARD
MC04_1_0131_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0131.wav,MC04,SINGLE
MC04_1_0133_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0133.wav,MC04,FORWARD
MC04_1_0134_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0134.wav,MC04,PILE
MC04_1_0135_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0135.wav,MC04,SWAY
MC04_1_0136_wav_arrayMic,1.2,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0136.wav,MC04,PAY
MC04_1_0137_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0137.wav,MC04,SLIP
MC04_1_0138_wav_arrayMic,1.2,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0138.wav,MC04,GNAW
MC04_1_0139_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0139.wav,MC04,PRIOR
MC04_1_0140_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0140.wav,MC04,KNOT
MC04_1_0141_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0141.wav,MC04,DELTA
MC04_1_0142_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0142.wav,MC04,PAT
MC04_1_0143_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0143.wav,MC04,BAT
MC04_1_0144_wav_arrayMic,2.4,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0144.wav,MC04,THIS WAS EASY FOR US
MC04_1_0145_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0145.wav,MC04,PLAY
MC04_1_0146_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0146.wav,MC04,GALORE
MC04_1_0147_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0147.wav,MC04,CHEER
MC04_1_0148_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0148.wav,MC04,THE ISLANDS ARE SPARSELY POPULATED
MC04_1_0149_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0149.wav,MC04,I TRIED TO TELL PEOPLE IN THE COMMUNITY
MC04_1_0150_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0150.wav,MC04,SIGH
MC04_1_0151_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0151.wav,MC04,SPRINKLE
MC04_1_0152_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0152.wav,MC04,MY SISTER MADE THE FLOWERED CURTAINS
MC04_1_0153_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0153.wav,MC04,THIGH
MC04_1_0154_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0154.wav,MC04,BRIGHT SUNSHINE SHIMMERS ON THE OCEAN
MC04_1_0155_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0155.wav,MC04,WE GATHERED SHELLS ON THE BEACH
MC04_1_0156_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0156.wav,MC04,CYCLE
MC04_1_0157_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0157.wav,MC04,TIE
MC04_1_0158_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0158.wav,MC04,DEER
MC04_1_0159_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0159.wav,MC04,PEER
MC04_1_0160_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0160.wav,MC04,SIGH
MC04_1_0161_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0161.wav,MC04,MERE
MC04_1_0162_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0162.wav,MC04,WHITE
MC04_1_0163_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0163.wav,MC04,AIR
MC04_1_0164_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0164.wav,MC04,POT
MC04_1_0165_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0165.wav,MC04,NEAR
MC04_1_0166_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0166.wav,MC04,FOUR
MC04_1_0167_wav_arrayMic,4.05,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0167.wav,MC04,ONE VALIDATED ACTS OF SCHOOL DISTRICTS
MC04_1_0168_wav_arrayMic,1.5,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0168.wav,MC04,ROOT
MC04_1_0169_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0169.wav,MC04,SHOOT
MC04_1_0170_wav_arrayMic,2.7,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0170.wav,MC04,JUST ONE SIDE GOT WET
MC04_1_0171_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0171.wav,MC04,ROCKS
MC04_1_0172_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0172.wav,MC04,HERE
MC04_1_0173_wav_arrayMic,1.65,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0173.wav,MC04,TILE
MC04_1_0174_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0174.wav,MC04,LIP
MC04_1_0175_wav_arrayMic,2.1,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0175.wav,MC04,TOOT
MC04_1_0176_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0176.wav,MC04,SUIT
MC04_1_0177_wav_arrayMic,1.95,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0177.wav,MC04,COUPE
MC04_1_0178_wav_arrayMic,4.2,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0178.wav,MC04,MOTHER SEWS YELLOW GINGHAM APRONS
MC04_1_0179_wav_arrayMic,4.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0179.wav,MC04,MOTHER SEWS YELLOW GINGHAM APRONS
MC04_1_0180_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0180.wav,MC04,I JUST TRY TO DO MY BEST
MC04_1_0181_wav_arrayMic,1.8,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0181.wav,MC04,URGENT
MC04_1_0182_wav_arrayMic,1.35,/home/zzho680/Speech_Data/TORGO/Control/MC04/Session1/wav_arrayMic/0182.wav,MC04,WITCH
