ID,duration,wav,spk_id,wrd
FC01_1_0051_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0051.wav,FC01,GOAT
FC01_1_0052_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0052.wav,FC01,STORE
FC01_1_0053_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0053.wav,FC01,RAID
FC01_1_0054_wav_arrayMic,5.7,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0054.wav,FC01,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER
FC01_1_0055_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0055.wav,FC01,STICKS
FC01_1_0056_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0056.wav,FC01,RAGE
FC01_1_0057_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0057.wav,FC01,BETA
FC01_1_0058_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0058.wav,FC01,TRACE
FC01_1_0060_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0060.wav,FC01,HAIR
FC01_1_0061_wav_arrayMic,7.2,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0061.wav,FC01,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS
FC01_1_0062_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0062.wav,FC01,RAIN
FC01_1_0063_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0063.wav,FC01,DOWN
FC01_1_0064_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0064.wav,FC01,BEAT
FC01_1_0065_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0065.wav,FC01,DOUBLE
FC01_1_0066_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0066.wav,FC01,ALPHA
FC01_1_0067_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0067.wav,FC01,KNEW
FC01_1_0068_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0068.wav,FC01,TRADE
FC01_1_0069_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0069.wav,FC01,BEAT
FC01_1_0070_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0070.wav,FC01,FEE
FC01_1_0071_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0071.wav,FC01,RAKE
FC01_1_0072_wav_arrayMic,6.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0072.wav,FC01,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT
FC01_1_0073_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0073.wav,FC01,PARK
FC01_1_0074_wav_arrayMic,4.05,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0074.wav,FC01,STICK
FC01_1_0075_wav_arrayMic,5.4,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0075.wav,FC01,BUT HE ALWAYS ANSWERS BANANA OIL
FC01_1_0076_wav_arrayMic,4.95,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0076.wav,FC01,XXX
FC01_1_0077_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0077.wav,FC01,BUT HE ALWAYS ANSWERS BANANA OIL
FC01_1_0078_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0078.wav,FC01,DAGGER
FC01_1_0079_wav_arrayMic,2.85,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0079.wav,FC01,HORN
FC01_1_0081_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0081.wav,FC01,SHIP
FC01_1_0082_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0082.wav,FC01,RACE
FC01_1_0083_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0083.wav,FC01,KNOW
FC01_1_0084_wav_arrayMic,4.35,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0084.wav,FC01,USUALLY MINUS SEVERAL BUTTONS
FC01_1_0085_wav_arrayMic,4.2,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0085.wav,FC01,USUALLY MINUS SEVERAL BUTTONS
FC01_1_0086_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0086.wav,FC01,FOR
FC01_1_0087_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0087.wav,FC01,KNEW
FC01_1_0088_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0088.wav,FC01,TORN
FC01_1_0089_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0089.wav,FC01,SIP
FC01_1_0090_wav_arrayMic,7.35,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0090.wav,FC01,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN
FC01_1_0091_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0091.wav,FC01,GO
FC01_1_0092_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0092.wav,FC01,JACKET
FC01_1_0093_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0093.wav,FC01,UP
FC01_1_0094_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0094.wav,FC01,CHAIR
FC01_1_0095_wav_arrayMic,3.9,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0095.wav,FC01,GLOW
FC01_1_0096_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0096.wav,FC01,KNEE
FC01_1_0097_wav_arrayMic,3.9,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0097.wav,FC01,STORM
FC01_1_0098_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0098.wav,FC01,BORN
FC01_1_0099_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0099.wav,FC01,BAT
FC01_1_0100_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0100.wav,FC01,SIP
FC01_1_0101_wav_arrayMic,2.85,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0101.wav,FC01,TWO
FC01_1_0102_wav_arrayMic,6.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0102.wav,FC01,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
FC01_1_0105_wav_arrayMic,2.25,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0105.wav,FC01,TRAIN
FC01_1_0106_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0106.wav,FC01,TRAIT
FC01_1_0107_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0107.wav,FC01,GADGET
FC01_1_0108_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0108.wav,FC01,FLOOR
FC01_1_0109_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0109.wav,FC01,RIGHT
FC01_1_0110_wav_arrayMic,3.9,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0110.wav,FC01,AIR
FC01_1_0111_wav_arrayMic,5.1,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0111.wav,FC01,YET HE STILL THINKS AS SWIFTLY AS EVER
FC01_1_0112_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0112.wav,FC01,SLIP
FC01_1_0113_wav_arrayMic,5.7,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0113.wav,FC01,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY
FC01_1_0114_wav_arrayMic,4.95,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0114.wav,FC01,GRANDFATHER LIKES TO BE MODERN IN HIS LANGUAGE
FC01_1_0115_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0115.wav,FC01,SHARE
FC01_1_0116_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0116.wav,FC01,SWARM
FC01_1_0117_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0117.wav,FC01,FEED
FC01_1_0118_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0118.wav,FC01,CAR
FC01_1_0119_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0119.wav,FC01,RANGE
FC01_1_0120_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0120.wav,FC01,TEAR 
FC01_1_0121_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0121.wav,FC01,SHEET
FC01_1_0122_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0122.wav,FC01,ONE
FC01_1_0124_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0124.wav,FC01,READ 
FC01_1_0125_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0125.wav,FC01,MEAT
FC01_1_0126_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0126.wav,FC01,ROCK
FC01_1_0127_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0127.wav,FC01,THIGH
FC01_1_0128_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0128.wav,FC01,POT
FC01_1_0129_wav_arrayMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0129.wav,FC01,STEER
FC01_1_0130_wav_arrayMic,4.2,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0130.wav,FC01,MOTHER SEWS YELLOW GINGHAM APRONS
FC01_1_0131_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0131.wav,FC01,WRITE
FC01_1_0132_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0132.wav,FC01,AIR
FC01_1_0133_wav_arrayMic,4.65,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0133.wav,FC01,HE WILL ALLOW A RARE LIE
FC01_1_0134_wav_arrayMic,3.9,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0134.wav,FC01,WISH
FC01_1_0135_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0135.wav,FC01,PRIOR
FC01_1_0136_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0136.wav,FC01,SLAY
FC01_1_0137_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0137.wav,FC01,BOOT
FC01_1_0138_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0138.wav,FC01,HEAR
FC01_1_0139_wav_arrayMic,4.8,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0139.wav,FC01,NOTHING IS AS OFFENSIVE AS INNOCENCE
FC01_1_0140_wav_arrayMic,4.65,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0140.wav,FC01,WE GATHERED SHELLS ON THE BEACH
FC01_1_0141_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0141.wav,FC01,ROCKS
FC01_1_0142_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0142.wav,FC01,DELTA
FC01_1_0143_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0143.wav,FC01,PLAY
FC01_1_0144_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0144.wav,FC01,ATE
FC01_1_0145_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0145.wav,FC01,WHOOP
FC01_1_0146_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0146.wav,FC01,SLEEP
FC01_1_0147_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0147.wav,FC01,GALORE
FC01_1_0148_wav_arrayMic,3.45,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0148.wav,FC01,YES
FC01_1_0149_wav_arrayMic,3.75,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0149.wav,FC01,KNOW
FC01_1_0150_wav_arrayMic,4.2,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0150.wav,FC01,THEIR HOUSE IS GREY AND WHITE
FC01_1_0151_wav_arrayMic,2.4,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0151.wav,FC01,ATE
FC01_1_0152_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0152.wav,FC01,SIGH
FC01_1_0153_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0153.wav,FC01,SIGH
FC01_1_0154_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0154.wav,FC01,URGENT
FC01_1_0155_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0155.wav,FC01,DEER
FC01_1_0156_wav_arrayMic,3.3,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0156.wav,FC01,WHITE
FC01_1_0157_wav_arrayMic,4.05,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0157.wav,FC01,I JUST TRY TO DO MY BEST
FC01_1_0158_wav_arrayMic,3.15,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0158.wav,FC01,COUPE
FC01_1_0159_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0159.wav,FC01,TROOP
FC01_1_0160_wav_arrayMic,3.0,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0160.wav,FC01,SLIP
FC01_1_0161_wav_arrayMic,5.55,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0161.wav,FC01,TWO OTHER CASES ALSO WERE UNDER ADVISEMENT
FC01_1_0162_wav_arrayMic,2.55,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0162.wav,FC01,SUIT
FC01_1_0163_wav_arrayMic,2.85,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0163.wav,FC01,JUNGLE
FC01_1_0164_wav_arrayMic,2.4,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_arrayMic/0164.wav,FC01,GROUP
FC01_1_0005_wav_headMic,2.5900625,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0005.wav,FC01,DUG
FC01_1_0006_wav_headMic,2.625,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0006.wav,FC01,DARK
FC01_1_0007_wav_headMic,2.42,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0007.wav,FC01,PAT
FC01_1_0008_wav_headMic,2.955,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0008.wav,FC01,SPARK
FC01_1_0009_wav_headMic,2.65,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0009.wav,FC01,SIP
FC01_1_0010_wav_headMic,2.87,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0010.wav,FC01,FARM
FC01_1_0011_wav_headMic,2.81,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0011.wav,FC01,RAVE
FC01_1_0012_wav_headMic,3.075,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0012.wav,FC01,NO
FC01_1_0013_wav_headMic,3.205,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0013.wav,FC01,FAIR
FC01_1_0014_wav_headMic,3.275,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0014.wav,FC01,RATE
FC01_1_0015_wav_headMic,6.52,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0015.wav,FC01,WHEN HE SPEAKS HIS VOICE IS JUST A BIT CRACKED AND QUIVERS A TRIFLE
FC01_1_0016_wav_headMic,3.29,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0016.wav,FC01,THE
FC01_1_0017_wav_headMic,3.795,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0017.wav,FC01,GROW
FC01_1_0018_wav_headMic,3.32,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0018.wav,FC01,CORN
FC01_1_0019_wav_headMic,3.6,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0019.wav,FC01,STORM
FC01_1_0020_wav_headMic,3.145,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0020.wav,FC01,BUBBLE
FC01_1_0021_wav_headMic,2.9300625,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0021.wav,FC01,WARM
FC01_1_0022_wav_headMic,3.145,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0022.wav,FC01,YES
FC01_1_0024_wav_headMic,3.0050625,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0024.wav,FC01,SWARM
FC01_1_0026_wav_headMic,6.195,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0026.wav,FC01,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG
FC01_1_0028_wav_headMic,3.02,/home/zzho680/Speech_Data/TORGO/Control/FC01/Session1/wav_headMic/0028.wav,FC01,FORM
